Name,Category,Timing,Starting,Growing,Harvest
Mustard,Vegetable,Mustards are cool season plants that grow quickly and then bolt. Direct sow with frost protection as early as late winter or without protection from early to late spring. Sowing short rows every 3 weeks allows for a continuous harvest of both baby leaves and full sized plants. Sow again in late summer for late fall and winter harvests. Optimal soil temperature: 21°C (70°F). Seeds should sprout in 5-10 days.,"If growing to full size, sow 3-4 seeds in each spot you want a plant to grow. Sow 5mm-1cm (¼-½”) deep and thin to the strongest plant, spaced 10-15cm (4-6″) in the row. All mustards can be grown in containers for baby salad greens. Sow these as you would mesclun mixes, with seeds spaced as near as possible to 1cm (½”) apart.","Ideal pH: 6.0-6.5. One cup of complete organic fertilizer will provide nutrition for 3m (10′) of row. Water regularly. Expect mustards to bolt in hot weather. Provide protection in winter by using a cloche or heavy row cover. At all other times, plan on growing fast and harvesting fast, like spinach. Planting short rows every two weeks works best for the home garden for a constant harvest. GerminationDays to maturity: From direct sowing. In optimal conditions at least 70% of seeds will germinate. Usual seed life: 3 years. Per 100′ row: 400 seeds, per acre: 174M seeds.","Cut individual leaves, or the whole plant at whatever stage of maturity you desire. Young leaves tend to be more tender and less powerfully flavoured as mature leaves. Some varieties will develop a slight bitterness in fully mature leaves. The leaves can be blanched (or run through a food processor) and then frozen, or even dried and flaked for soup mixes. But the plants are so cold hardy, fresh leaves should be available to the determined gardener 12 months of the year. Whole plants can also be pickled for long term storage."
Pac Choi and Choi Sum,Vegetable,"All are cool season plants that grow quickly and then bolt. Direct sow with frost protection (a cloche or heavy row cover) as early as late winter, or without protection from four weeks before the last frost date to eight weeks after. Sowing short rows every 2-3 weeks allows for a fairly constant harvest time. Sow again in late summer, and provide frost protection as the first frost date approaches.",Sow 3-4 seeds 5mm-1cm (¼-½”) deep in each spot you want a plant to grow. Thin to the strongest plant at a spacing of 15-20cm (6-6″) between plants in rows 30-45cm (12-18″) apart.,"Ideal pH: 6.0-6.8. 1 cup of complete organic fertilizer will provide sufficient nutrition to 3m (10′) of row. Choi Sum is harvested just before it flowers, so keep a close watch on each row. Pac Choi can be harvested at any stage, but if you want full-sized plants, watch for signs of bolting. Flower buds will appear at the centre of each plant, and a stem will form quickly as the plant turns from urn-shaped into a tall cone. Harvest as quickly as possible once flower buds are visible. Keep plants well-watered throughout their growth. GerminationDays to maturity: From direct sowing.In optimal conditions at least 70% of seeds will germinate. Usual seed life: 3 years. Per 100′ row: 260 seeds, per acre: 114M seeds.","Use a sharp knife to cut the plants at ground level when they are ready to harvest. They will not grow back like some other crops, so plant several short rows every couple of weeks for a longer harvest."
Parsnip,Vegetable,Direct sow from the last frost date to mid-summer. Optimal soil temperature for germination: 10-25°C (50-75°F). Seeds take 14-21 days to germinate.,Sow seeds 5mm-1cm (¼-½”) deep. Cover seeds with compost and/or put row cover over planting area to shade the soil and conserve moisture. Thin to 7-10 cm (3-4″) apart in rows 45-60cm (18-24″) apart.,"Ideal pH: 6.0-6.8. Prepare ground as for carrots, digging deeply to loosen soil prior to planting For even longer parsnips, you can dig or form holes 60cm (24″) deep. Weed carefully and keep watered. Contact with parsnip leaves causes a rash in some people, so harvest and weed with long sleeves and gloves. GerminationDays to maturity: From direct sowing.In optimal conditions at least 60% of seeds will germinate. Usual seed life: 1 year. Per 100′ row: 440 seeds, per acre: 128M seeds.",The flavour of parsnips is best after a couple of good frosts. Dig parsnips from late summer into the winter as needed. Protect from freezing in the soil with a thick straw mulch if it is a cold winter. Parsnips keep better in well-drained soil. The average family will be well supplied with a 6m (20′) row.
Pepper,Vegetable,"Peppers need plenty of time to mature before they will bloom and set fruit. Start indoors six to eight weeks before the last frost date, and grow under bright lights. Transplant only when weather has really warmed up. Night time low temperatures should be consistently above 12°C (55°F) before hardening off pepper plants and transplanting outdoors. Soil temperature for germination: 25-29°C (78-85°F). Seeds should sprout in 10 – 21 days.","Sow indoors 5mm-1cm (¼-½”) deep. Keep soil as warm as possible. Seedling heating mats speed germination. Try to keep seedlings at 18-24°C (64-75°F) in the day, and 16-18°C (61-64°F) at night. Before they become root-bound, transplant them into 8cm (3″) pots. For greatest possible flower set, try to keep them for 4 weeks at night, about 12°C (55°F). Then transplant them into 15cm (6″) pots, bringing them into a warm room at night, about 21°C (70°F).","Soil should have abundant phosphorus and calcium, so add lime and compost to the bed at least three weeks prior to transplanting. Mix ½ cup of balanced organic fertilizer beneath each plant. Though peppers will tolerate dry soil, they will only put on good growth if kept moist. Harden off before planting out 30-60cm (12-24″) apart. Five gallon containers also work well, but require good drainage and regular irrigation. Using plastic mulch with a cloche can increase the temperature by a few degrees. Pinch back growing tips to encourage leaf production. This helps shade the developing fruits and prevents sun-scald in hot summers. GerminationDays to maturity: From transplant date.In optimal conditions at least 65% of seeds will germinate. Usual seed life: 2 years.","When the fruit is large and firm it is ready to pick. Or wait for the fruit to ripen further turning red, yellow, brown, or purple. The sweetness and vitamin C content go up dramatically as the fruit changes colour. If you pick green, the total numbers of peppers harvested will increase. Fruit that sets after late August will not usually develop or ripen. Pull out the entire bush just before the first frost and hang it upside down in a warm, dry place to ripen hot peppers. "
Pole Bean,Vegetable,"Direct sow from late spring to early summer. Try to plant during a warm, dry spell. Soil must be warm – if it is not warm enough, seeds may rot, especially our untreated seeds. Optimal soil temperature: 21-32°C (70-90°F).","Seeds can be started indoors, or sowed directly. Set seeds 7-10cm (3-4″) apart and 3.5cm (1½”) deep at the base of a support. Plants will climb by twining around almost anything. Try rough poles, lumber, re-bar, or build a strong trellis 2-2.5m (6-8′) tall. Seeds will sprout in 8-16 days, depending on soil conditions. ","Ideal pH: 6.0-6.5Well drained, warm soil in full sun is best. Use 1 cup of balanced organic fertilizer for every 3m (10′) of row. Too much nitrogen in fertilizer or manure is often the cause of poor pod set and delayed maturity. If beans flower but do not set pods, the cause can be zinc deficiency. Try spraying the plants with kelp based fertilizer. GerminationDays to maturity: From direct sowing.In optimal conditions at least 75% of seeds should germinate. Usual seed life: 3 years. Per 100′ row: 400 seeds. Per acre: 43.5M seeds.","Because pole beans are always climbing, there are always beans at different stages of maturity. It is important to keep picking regularly so the plant does not fully mature seeds and stop producing new pods. If pods get fat with seed, the plant will stop flowering. The smaller the bean, the more tender they are."
Quinoa,Vegetable,"Direct sow in spring, while night temperatures are still cool. Night time temperatures should be consistently above 10°C (50°F). Optimal soil temperature for germination: 18-24°C (65-75°F). Seeds should germinate in 4-10 days.","Sow 5mm (¼”) deep, 10 seeds per 30cm (12″), and thin to 25-35cm (10-14″) between plants. If growing for baby leaf production, plants can be spaced more closely.","Ideal pH: 6.0-7.5. Use a well-drained, loamy soil with added organic matter in the form of well-rotted compost or manure. Keep weeded, but otherwise quinoa is drought tolerant and undemanding. It’s a great plant for xeriscaping, and the tall plants look good at the back of a floral border. GerminationFrom direct sowing.In optimal conditions at least 70% of seeds should germinate. Usual seed life: 3 years. Per 100′ row: 160 seeds, per acre: 42M seeds.","Harvest any time after seeds have changed from green to their calico colours, even after light frost. Read more about ."
Radiccio,Vegetable,"Sow after the last frost date and again in mid-summer to take advantage of the fall growing season. Optimal soil temperature: 10-22°C (50-72°F). Seeds sprout in 2-15 days, depending on conditions. In hot weather plants may go to seed quickly, so have new plantings ready to go.","Either direct seed or start indoors and transplant. Sow seeds 5mm (¼”) deep, and thin or transplant to allow 30-45cm (12-18″) between plants in rows 30-45cm (12-18″) apart.","Ideal pH: 6.0-6.5.Enrich soil with compost and add ¼ cup balanced organic fertilizer into the soil beneath each transplant. Rapid, continuous growth is essential for good yields and high quality. Regular watering is essential.Fall plantings can be protected from rain by putting a cloche over them. Endive heads can be blanched to reduce bitterness by placing a cardboard or plastic disc on top. Radicchio requires a good supply of phosphorus and potassium, but will not head and may bolt if there is too much nitrogen available. Days to maturity shown are from date of direct sowing. If transplanting, subtract 10-15 days. GerminationDays to maturity: From direct sowing.In optimal conditions at least 65% of seeds will germinate. Usual seed life: 3 years. Per 100′ row: 140 seeds, per acre: 40.6M seeds.",Use as a cut and come again crop or let the heads develop and cut at ground level. Many will grow back.
Radish,Vegetable,Radishes can be grown all season but they’re easiest when sown just after the last frost date and again at the end of summer and into the fall. Optimal soil temperature: 18-24°C (65-75°F). Seeds should sprout in 5-7 days.,"Sow seeds 5mm (¼”) deep, 25 seeds per 30cm (12″) in rows spaced 30-45cm (12-18″) apart, and thin to 6-12 plants per 30cm (12″).","Ideal pH: 6.0-6.8. Radishes are moderate to heavy feeders. Best in rich, loamy soil amended with composted manure. Add 1 cup of complete organic fertilizer for every 3m (10′) of row for background fertility. Lime beds the previous fall. The real secret to growing this little vegetable is speed. Sow a short row frequently, thin them quickly, keep them watered, eat them quickly, and sow some more. GerminationFrom direct sowing.In optimal conditions at least 80% of seeds will germinate. Usual seed life: 4 years. Per 100′ row: 1.2M seeds, per acre: 522M seeds.",Harvest promptly when radishes are the size of large marbles. The leaves and developing seedpods are also tasty.
Rutabega,Vegetable,Direct sow rutabaga seeds during the period three weeks before or after the summer solstice. Optimal soil temperature: 18-21°C (65-70°F). Seeds should sprout in 7-15 days.,Sow seeds 5mm-1cm (¼-½”) deep in rows 60-75cm (24-30″) apart. Thin seedlings to 15-20cm (6-8″) apart in each row.,"Ideal pH: 6.0-6.8. Rutabagas are moderate to heavy feeders that do best in rich, loamy soil amended with composted manure. Add 1 cup complete organic fertilizer beneath each 3m (10′) of row. Lime beds several weeks before planting. Rutabagas appreciate lots of organic matter in the soil. Water generously in hot, dry weather. GerminationDays to Maturity: From direct sowing.At least 60% of seeds should germinate in optimal conditions. Usual seed life: 4 years. Per 100′ row: 300 seeds, per acre: 65.4M seeds.","Pull up rutabagas when they are larger than tennis balls. Store in paper bags in a cool, dry place. Storing in dry sand or peat moss may conserve moisture and freshness. Otherwise, leave in the ground for fall harvesting. Rutabaga leaves are also tasty and nutritious."
Ryegrass,Vegetable,"In Zone 6 or warmer, it makes an excellent fall cover crop, and will hold soil in place over winter. In Zone 5 or cooler, it’s better to sow mid-summer to early fall for spring tilling.","Sow seeds 2-4cm (1-1½"") deep.","After its burst of spring growth, turn ryegrass under or cut it back before it reaches 30cm (12"") tall. Allow three weeks after tilling before planting the next crop. Annual ryegrass can produce 4000-8000 lb of dry matter per acre, and hold up to 60 lb of Nitrogen per acre. It works particularly well in orchards and vineyards as a 50/50 mix with crimson clover.",
Salad Greens,Vegetable,Seed every three weeks from just before the last frost date until the end of summer for a continuous harvest. Provide frost protection with a cloche or heavy row cover when frost looms in the fall. Many mesclun types and mixes will continue to grow all winter where winters are mild.,"Plant in a block or in a wide row. Sprinkle the seeds evenly over prepared, moist soil. Try to space seeds about 1cm (½”) apart. Cover lightly with soil, and firm them in. Four grams of seed will plant a 12m (40′) row that is 7cm (3″) wide, so don’t plant the whole packet at once. For container growing, choose containers that are at least 10cm (4″) deep. Wider is better. The most common mistake is over-planting.","Ideal pH: 7.0 Moderately fertile soil – particularly if you’re planning multiple harvests. Dig in 1 cup of complete organic fertilizer for every 3m (10′) of row. For containers, use peat or coir based mix with compost added. Water regularly. If growth slows after harvest, use a bit of kelp or fish based fertilizer to provide a boost of nutrition for the next growth spurt. GerminationDays to maturity: From direct sowing. ","There are two methods of gathering salad greens. You can use scissors to cut everything about 2-5cm (1-2″) from the ground, when the plants are about 10-15cm (3-4″) tall. Or, you can pick individual leaves as they’re needed. The first cutting may contain more brassicas than lettuces (arugula, mizuna) but if you cut the mix back when the leaves are still small, the lettuce will catch up. The salad greens will regrow for a second harvest in another 2 or 3 weeks."
Sesame,Vegetable,"Sow seeds indoors 4-6 weeks before the last average frost date. Transplant under cover a similar period after the last frost date. Remove the cover in late spring, once the night time temperatures are consistently above 10°C (50°F). ","Lightly cover the seeds with sterilized, soil-less starter mix, and keep just moist until germination. Don’t keep the seeds in a highly damp environment, and be sure not to over-water the seedlings. Once they sprout, reduce watering to once a week until transplant time. Optimal soil temperature for germination: 21°C (70°F).","If steps are taken to increase warmth in and around the plants, they will be more productive. Try transplanting into a raised bed, or into the ground using black plastic mulch over the soil. Do not fertilize sesame plants, and avoid drip irrigation, as they really do like it dry. Plant fairly densely at 15cm (6″) spacing, in rows 60-45cm (24-36″) wide. Sesame is indeterminate, so it will continue to bloom and set seed capsules until the end of summer. Expect flowering to peak in mid- to late summer.The tubular flowers of the sesame plant are highly attractive to honeybees, and are said to produce some of the highest grade of honey. The plants are relatively self-fruitful, so when the flowers open, the seeds are already fertilized. The seeds are produced in pods (seed capsules) that appear along the stem, appearing from the bottom upward. GerminationDays to Maturity: From transplant date.From a 10 foot long, 2½ foot wide row, expect to harvest approximately 425g (just under one pound) of seeds.","Around the end of summer, some of the pods near the bottom of the stem (the first flowers that opened), may begin to show signs of ripeness. When ripe, the pods begin to split from the blossom end. Don’t worry if this doesn’t happen in the field. Before cold, wet weather arrives, cut the stems at the base and gather them to dry some place that is flat — hanging them will cause the seeds to just fall out as the pods dry. As the plants dry, the foliage will darken and more pods will open from the base of the stem upwards. Once most of the pods have opened, bash them against the sides of a bucket to collect the dry seeds. The seeds are edible at this stage, and resist spoilage better than most nuts. They can also be toasted, pressed for oil, or ground into the paste known as tahini.Sesame plants each produce quite a lot of seeds, but the seeds have little mass. From a 10 foot long, 2½ foot wide row, expect to harvest approximately 425g (just under one pound) of seeds."
Shallot,Vegetable,"Start shallots and storage onions indoors in late winter and early spring, and transplant 2-4 weeks after the last frost date. Overwintering onions need to be started in early summer, and transplanted by the middle of August. Scallions can be direct sown every 3 weeks from two weeks after the last frost date to late summer. Optimal soil temperature for germination: 21-25°C (70-75°F). Seeds will emerge in 6-12 days, depending on conditions.","Transplants are preferred for home gardeners. Sow 3 seeds 5mm-1cm (¼-½”) deep in each cell of a 72-cell tray. Transplant as a clump, spacing each 15cm (6″) apart in rows 45-75cm (18-30″) apart. Scallions can be spaced at 2-5cm (1-2″) apart in rows 15cm (6″) apart.","Ideal pH: 5.5-6.5 (6.0-6.8 for scallions). Fertile and well-drained soil in full sun is essential. Add well-rotted compost and dig ½-1 cup balanced organic fertilizer into the soil beneath each 3m (10′) of row. Keep moisture high in the top 20-30cm (8-12″) of soil. Most of the bulb should form on the surface of the soil, so don’t transplant too deeply. Bulb size is dependent on the size of the tops: the bigger the tops, the bigger the bulb. Provide August-planted scallions with the frost protection of a cloche or heavy row cover as the first frost date approaches. GerminationDays to maturity: From transplant date.In optimal conditions at least 75% of seeds should germinate. Usual seed life: 1 year. Per 100′ row: 260 seeds (scallions 1.2M), per acre: 76M seeds (scallions 1,045M).","Stop watering in the beginning of August to mature the bulbs in dry soil. After half the tops have fallen, push over the remainder, wait a week and lift the bulbs. Curing is essential for long storage: Spread bulbs out in a single layer in an airy spot out of direct sunlight. Once no more green is visible on any of the leaves, and they are dry and crisp, the onion is cured. If weather is poor, cure indoors. Storage: Keep onions in mesh sacks or hang in braids so they get good ventilation, and hang sacks where air is dry and very cool, but not freezing. Check them regularly and remove any sprouting or rotting onions. Well-cured storage onions should keep until late spring."
Snow Peas,Vegetable,"Peas prefer cool weather. Plant as early in spring as the soil can be worked. If planting on the west coast after April 1, sow varieties that are listed as being enation resistant if you live in an area where aphids carry the enation virus. Sow again through the summer for a fall crop. The success of a fall crop will depend on the weather. Optimal soil temperature: 10-20°C (50-70°F). Seeds should sprout in 7-14 days.","Soaking seeds is not advised for damp soils. Sow seed 2cm (1″) deep. After April 15th, sow seed 5cm (2″) deep. Space seeds 2-7cm (1-3″) apart in the row. Do not thin. If the seeds fail to sprout, try to dig some up and check for rot or insect damage. The challenge with untreated pea seeds is to give them an early start but to avoid rot.","Use well-drained soil amended with finished compost. Add 2 cups of rock phosphate or bonemeal for 3m (10′) of row. Plant most varieties along a trellis or fence for support as they climb. Dwarf varieties do not need a trellis, but may benefit from the support of some twigs poked into the soil in the row. GerminationDays to maturity: From direct sowing.","Pick when pods at the desired stage. In theory, all peas can be harvested before the seeds mature, as snow peas, and then as tender snap peas, and finally as shelling peas. Most varieties have an intended maturity for picking. Make multiple sowings or grow several varieties to extend the harvest season.How to Blanch PeasPeas of all kinds freeze particularly well for use in the fall and winter. Prior to freezing, it’s important to briefly submerge peas in boiling water — this kills the natural enzymes that exist in peas that would otherwise reduce the nutrients and cause the peas to break down over time. We recommend using a large pot of water at a rolling boil, and a colander or sieve for dipping. Timing is everything. For snap and snow peas, dip the whole pods into boiling water for exactly two minutes, and then transfer the pods to a bowl of ice water. For shelled peas, ninety seconds is perfect. Use a timer. After ninety seconds, transfer the peas to a bowl of ice water. All peas (and pods) should then be dried thoroughly on kitchen towels before being stored in zip-top or vacuum bags, with as little air as possible in each bag."
Spinach,Vegetable,"Direct sow once soil has warmed up in mid- to late spring. Soaking the seeds for 12 hours prior to sowing tends to speed up germination. The seeds can also be started indoors before the last average frost date, but wait until the soil really warms up outdoors before transplanting. Optimal soil temperature for germination: 15-24°C (60-75°F).","Sow seeds 1cm (1/2″) deep, and 5-10cm (2-4"") apart. Thin to 30-45cm (12-18″) apart in rows 60-90cm (24-36"") apart.","Ideal pH: 6.8-7.0. This crop performs well in containers. Place 2 plants in each minimum 5 gallon container. Try growing in small hills like squash plants, with one plant per hill. Grow in full sun in moisture-retentive, freely draining soil. Add several scoops of well-rotted compost or manure beneath each plant.  GerminationDays to Maturity: From direct sowing.In optimal conditions at least 50% of seeds will germinate. Usual seed life: 3 years. Be sure to plant the large seeds into warm soil.",One or two plants per household member should supply ample summer harvest greens. Pick immature leaves as needed.
Sprouts,Vegetable,,,,
Squash,Vegetable,"Direct sow or transplant in late May or early June when soil is warm. For transplants, start seeds indoors in late April or early May. Optimal soil temperature for germination: 25-35°C (68-95°F). Seeds should sprout in 7-14 days.",Sow seeds 2cm (1″) deep. Sow 3 seeds in each spot you want a plant to grow and thin to the strongest one. Aim to space zucchinis no less than 45-60cm (18-24″) apart in rows 90-120cm (36-48″) apart.,"Ideal pH: 6.0-6.8. These big, fast-growing plants need plenty of moisture and lots of food. Grow them in rich, well-drained soil in full sun. Dig finished compost or well-rotted manure into the beds, and dig in 1 cup of complete organic fertilizer beneath each transplant. Water the soil around them when you irrigate, and always avoid overhead watering, as wet leaves will attract diseases like mildew. Keep weeded. Misshapen or withered fruits can result from incomplete pollination. Make sure to remove these from the plants as you see them, before they begin to rot, and put them in the compost. In the home garden it can be tempting to over-plant zucchinis. One well-grown plant will provide enough fruits for the average family. Instead of planting several zucchinis, use that space for other vegetables. GerminationIn optimal conditions at least 80% of seeds will germinate. Usual seed life: 2 years. Per 100′ row: 180 seeds, per acre: 15M seeds.","Pick regularly to encourage the plant to keep on fruiting. Zucchini leaves are often very prickly, so pull delicate skinned fruit out carefully. Fully mature zucchini have a hard skin."
Tomato,Vegetable,"Start indoors in early spring over bottom heat. When seedlings germinate, remove from the heat and grow under bright lights. Grow seedlings on for 6-8 weeks at around 10°C (50°F). Early season tomatoes can be planted out once night time temperatures are reliably above 7°C (45°F) - or later. Other types should be transplanted out when night time lows are 10°C (50°F) or warmer - or later. Optimal soil temperature for germination: 25-35°C (68-95°F). With bottom heat seeds should germinate in 7-14 days.",Sow seeds 5mm-1cm (¼-½”) deep. Keep seedlings under very bright light to prevent legginess. You may have to pot on seedlings more than once before they go out to allow for root growth. Space bush (determinate) transplants 45-60cm (18-24″) apart and vine (indeterminate) types 50-75cm (20-30″) apart in rows 1m (3′) apart.,"Ideal pH: 6.0-6.8. Tomatoes like fertile, well drained soil that is rich in organic matter. Dig in finished compost and manure, and add 1 cup balanced organic fertilizer beneath each transplant. The nutrition from heavy clay soils is excellent for tomatoes, but they are slow to warm, so transplanting should be done later. By the same token, lighter soils warm more quickly, so transplants can go out sooner. Adding glacial rock dust will supply all the calcium they will need. Regular watering is vital, but don’t let the plants sit in water. Tomatoes are tropical plants so they require full sun and lots of heat. Vine varieties will require some kind of support such as a wire to grow up, or a trellis to be tied to as the plant grows. Bush types benefit from the support of a tomato cage in order to prevent sprawling. At the time of final transplant, plants can be buried up to their first pair of true leaves. This will encourage greater root growth, helping with both nutrient uptake and the plants’ ability to stand up to dry conditions.Stop watering around the end of July to encourage the fruit to ripen. If tomato plants are grown under cover, you can encourage pollination and fruit set by tapping the stem from time to time. Tomatoes do not rely on insects for pollination. Vibrating the plant shakes pollen loose within the flowers, which then self-pollinate.Indeterminate tomatoes continue to grow and produce fruit until they are killed by frost. Remove any suckers (stems growing from the crotch of leaves) to keep the foliage under control, and they will set a later crop of larger fruit. Determinate varieties normally set fruit in a concentrated time period. Their suckers are not normally removed, though some trimming helps with ventilation. GerminationDays to Maturity:From transplant date.At least 75% of seeds will germinate in optimal conditions. Usual seed life: 3 years.",Harvest when the fruit is the desired colour. Green tomatoes can be ripened indoors at a cool temperature when they are blemish free. Very dark green tomatoes are unlikely to ripen fully.
Turnip,Vegetable,"Direct sow short rows starting just after the last frost date, through summer, and into the fall. Where winters are mild they can be started right into October. Optimal soil temperature for germination: 18-21°C (66-70°F). Seeds should sprout in 7-14 days.","Sow 5mm-1cm (¼-½”) deep in rows spaced 60cm (24″) apart, and thin to 15-20cm (6-8″) apart in the row.","Ideal pH: 6.0-6.8. Humus-rich, deeply cultivated soil is key. Add plenty of well rotted compost or manure to the beds and cultivate to a depth of 20cm (8″). Dig in 1 cup of complete organic fertilizer for every 3m (10′) of row. The real secret to success with turnips is speed. Sow short rows every 2-3 weeks, thin them quickly, keep them watered, harvest, and then sow some more. GerminationAt least 80% of seeds will germinate in optimal conditions. Usual seed life: 4 years. Per 100′ row: 300 seeds, per acre: 87M seeds.",Gather greens and roots throughout summer as needed. Their immature seed pods are also tasty.
Leek,Vegetable,"Start summer/fall harvest leeks 6-8 weeks before the last frost date, in flats indoors. Start winter harvest leeks indoors from March to mid-June. In mild winter areas, start them in a humus-rich nursery bed outside, and then transplant. Optimal soil temperature: 10-25°C (50-75°F). Seeds should sprout in 10-16 days.","In flats: Sow seeds 5mm (¼”) deep, about 1cm (½”) apart. Transplant when 20cm (8″) tall. Space 20cm (8″) apart in rows 45cm (18″) apart. Rows can be as narrow as 20cm (8"") if planting in raised beds or other situation where weeding will be simple.","Ideal pH: 5.-6.5. Leeks have short roots, so the benefit from fertile soil with lots of compost and ½ cup\xa0balanced organic fertilizer worked in beneath each 2m (6′) of row. Traditional garden wisdom recommends using a dibber to make holes 15cm (6″) deep. Transplants are then set at the bottom of the hole and the hole is left unfilled – rain will fill it in as the leek grows. To blanch further up the stem, hill soil up around the stem as the leek grows, or mulch with straw.However, the wise and much loved garden writer Linda Gilkeson asserts that there is no need to plant leeks into holes or trenches. She recommends transplanting the seedlings only at the depth of the soil plug they grow in. They will still produce nice, tall, blanched shanks, with no soil grains between the leaves.In late fall, mulch around leeks as high up the stems as possible. If the forecast is for weather below -10°‚ cover them with a blanket or tarp. GerminationDays to maturity: From transplant date.In optimal conditions at least 65% of seeds will germinate. Usual seed life: 1 year. Per 100′ row: 240 seeds, per acre: 70M seeds.","Dig at any size, as needed. If winter harvest leeks freeze solid, wait until they thaw out during a warm spell to harvest."
